"gsm","arm","celltype","topic_0","x","y"
"GSM5050540","Non-diabetic","fibroblast",0.6651381,8.158946,1.203666
"GSM5050547","DFU-healer","pericyte_smc",0.012335539,-4.056064,3.2599416
"GSM5050523","DFU-healer","fibroblast",0.012364652,6.12087,-3.8068051
"GSM5050555","Non-diabetic","pericyte_smc",0.011015286,-7.129254,2.7111201
"GSM5050564","Non-diabetic","pericyte_smc",0.012605942,-6.53277,3.871841
"GSM5050539","DFU-healer","myeloid",0.0064734616,12.26518,-4.8799763
"GSM5050557","DFU-nonhealer","sweat_gland",0.0056541082,-1.9508215,13.367265
"GSM5050557","DFU-nonhealer","myeloid",0.009119638,12.737099,-3.2565348
"GSM5050555","Non-diabetic","fibroblast",0.01822516,2.9759443,-2.5942101
"GSM5050538","Non-diabetic","fibroblast",0.0093607055,1.2116083,2.8105462
"GSM5050556","Non-diabetic","keratinocyte",0.0058698016,4.5090203,13.614027
"GSM5050563","DFU-nonhealer","fibroblast",0.01041941,5.6490574,-3.929873
"GSM5050533","DFU-nonhealer","keratinocyte",0.010781981,4.846202,10.414313
"GSM5050547","DFU-healer","pericyte_smc",0.02971109,-3.6697898,4.2533426
"GSM5050532","DFU-healer","fibroblast",0.10933938,2.238094,-0.21918002
"GSM5050556","Non-diabetic","keratinocyte",0.0062378845,5.156296,11.873061
"GSM5050564","Non-diabetic","keratinocyte",0.004357402,2.2947738,14.227911
"GSM5050523","DFU-healer","endothelial",0.013304235,0.9315097,-9.640444
"GSM5050566","DFU-healer","t_cell",0.0060234503,14.079643,7.784998
"GSM5050556","Non-diabetic","fibroblast",0.031522673,3.3526244,2.6463065
"GSM5050523","DFU-healer","mast",0.008404914,13.757769,5.371693
"GSM5050573","DFU-healer","fibroblast",0.14893559,4.952178,-0.49575448
"GSM5050533","DFU-nonhealer","pericyte_smc",0.012999083,-5.1122203,1.1616048
"GSM5050568","Non-diabetic","fibroblast",0.018813942,3.6032624,3.1706202
"GSM5050538","Non-diabetic","fibroblast",0.02311863,2.7556534,1.4128253
"GSM5050555","Non-diabetic","pericyte_smc",0.0110133495,-7.3432007,7.9269867
"GSM5050555","Non-diabetic","lymphatic_ec",0.016673742,-3.4282875,-8.866259
"GSM5050566","DFU-healer","pericyte_smc",0.018317118,-8.968737,4.042941
"GSM5050540","Non-diabetic","b_plasma",0.011201603,14.160561,1.1709293
"GSM5050568","Non-diabetic","fibroblast",0.0105203325,3.0023835,3.9988325
"GSM5050564","Non-diabetic","fibroblast",0.018157989,1.2281977,-0.83207977
"GSM5050539","DFU-healer","pericyte_smc",0.013867737,-4.272493,4.382652
"GSM5050523","DFU-healer","fibroblast",0.01575891,6.919396,-3.5051198
"GSM5050568","Non-diabetic","myeloid",0.007924676,12.521658,0.138471
"GSM5050556","Non-diabetic","fibroblast",0.016117994,2.3971086,-3.9054103
"GSM5050523","DFU-healer","pericyte_smc",0.015005631,-4.807748,4.8943543
"GSM5050530","DFU-nonhealer","lymphatic_ec",0.027501354,-2.2342482,-8.990876
"GSM5050530","DFU-nonhealer","pericyte_smc",0.0137627935,-3.9748323,1.6092738
"GSM5050534","Non-diabetic","pericyte_smc",0.008883033,-8.027594,8.608253
"GSM5050539","DFU-healer","t_cell",0.004737795,16.176514,5.6997504
"GSM5050540","Non-diabetic","t_cell",0.69912136,7.5860386,1.3361315
"GSM5050547","DFU-healer","pericyte_smc",0.017523356,-2.7388453,3.3555164
"GSM5050573","DFU-healer","pericyte_smc",0.16113257,-1.1065965,4.5911746
"GSM5050540","Non-diabetic","myeloid",0.6032669,9.353442,0.3137562
"GSM5050574","Non-diabetic","melanocyte",0.008156433,10.123132,9.987687
"GSM5050523","DFU-healer","fibroblast",0.009912722,6.6593685,-3.8040621
"GSM5050556","Non-diabetic","myeloid",0.00925257,12.976467,-0.33427697
"GSM5050532","DFU-healer","fibroblast",0.23288251,5.676405,-0.73638225
"GSM5050556","Non-diabetic","sweat_gland",0.012188372,-6.146965,3.043158
"GSM5050540","Non-diabetic","t_cell",0.005205251,16.721008,6.2730036
"GSM5050548","Non-diabetic","t_cell",0.0044636107,15.833636,6.381773
"GSM5050558","DFU-nonhealer","myeloid",0.00556948,14.057807,-3.3004713
"GSM5050534","Non-diabetic","keratinocyte",0.0051150797,4.1605725,15.604881
"GSM5050557","DFU-nonhealer","pericyte_smc",0.009041277,-11.134561,4.76195
"GSM5050539","DFU-healer","pericyte_smc",0.013824956,-7.9939313,5.7333374
"GSM5050567","Non-diabetic","keratinocyte",0.010195382,-0.9418305,11.971129
"GSM5050523","DFU-healer","fibroblast",0.018910939,6.525374,-3.3578303
"GSM5050538","Non-diabetic","pericyte_smc",0.0067928554,-9.094618,9.154771
"GSM5050540","Non-diabetic","fibroblast",0.404434,7.045059,0.40679735
"GSM5050558","DFU-nonhealer","fibroblast",0.015189449,0.6774698,0.8485747
"GSM5050558","DFU-nonhealer","fibroblast",0.013599725,2.9529483,3.0580142
"GSM5050539","DFU-healer","pericyte_smc",0.022319956,-4.686223,4.806161
"GSM5050547","DFU-healer","pericyte_smc",0.019430611,-3.229003,2.144777
"GSM5050534","Non-diabetic","pericyte_smc",0.008683793,-8.246207,8.705799
"GSM5050547","DFU-healer","t_cell",0.007715651,16.97071,6.5037327
"GSM5050547","DFU-healer","t_cell",0.0085193245,13.706828,4.5756307
"GSM5050534","Non-diabetic","myeloid",0.0088011855,10.751299,-2.4167738
"GSM5050547","DFU-healer","pericyte_smc",0.017122837,-3.6434405,4.960159
"GSM5050523","DFU-healer","endothelial",0.0087315645,-2.5270865,-9.483085
"GSM5050548","Non-diabetic","keratinocyte",0.0049114707,4.105509,15.55796
"GSM5050556","Non-diabetic","pericyte_smc",0.013151921,-6.0219574,6.243807
"GSM5050527","DFU-healer","pericyte_smc",0.021706436,-8.086285,8.167234
"GSM5050539","DFU-healer","b_plasma",0.0091679245,14.053366,1.1003612
"GSM5050548","Non-diabetic","pericyte_smc",0.01572274,-5.9815245,7.4177527
"GSM5050564","Non-diabetic","melanocyte",0.4581128,-8.623402,14.950315
"GSM5050557","DFU-nonhealer","myeloid",0.00685866,12.989269,-3.1499307
"GSM5050533","DFU-nonhealer","endothelial",0.008380908,-2.1611712,-10.637408
"GSM5050532","DFU-healer","fibroblast",0.0434218,1.5160241,-1.4165953
"GSM5050540","Non-diabetic","t_cell",0.009376217,13.344367,-0.7172598
"GSM5050564","Non-diabetic","sweat_gland",0.020006465,-2.5585678,10.923222
"GSM5050531","DFU-healer","pericyte_smc",0.018024547,-7.068251,7.363224
"GSM5050557","DFU-nonhealer","keratinocyte",0.0034705438,0.5020975,16.456348
"GSM5050547","DFU-healer","pericyte_smc",0.047864042,-3.7987268,5.5490704
"GSM5050540","Non-diabetic","t_cell",0.012745898,13.284573,1.0116019
"GSM5050538","Non-diabetic","pericyte_smc",0.014145117,-10.343554,4.89968
"GSM5050531","DFU-healer","t_cell",0.008186168,16.947445,6.773701
"GSM5050574","Non-diabetic","pericyte_smc",0.03004382,3.3332698,1.5005153
"GSM5050564","Non-diabetic","keratinocyte",0.0048533436,4.250922,14.994957
"GSM5050538","Non-diabetic","fibroblast",0.0074799657,1.5523032,4.171568
"GSM5050569","DFU-healer","fibroblast",0.14718574,7.3985367,-0.9350335
"GSM5050569","DFU-healer","fibroblast",0.04321883,7.01356,-1.9209156
"GSM5050552","Non-diabetic","mast",0.00773866,10.719035,-0.97799957
"GSM5050539","DFU-healer","b_plasma",0.00653817,14.20033,2.3536763
"GSM5050547","DFU-healer","endothelial",0.0068855477,-3.665585,-10.680779
"GSM5050555","Non-diabetic","pericyte_smc",0.01703721,-6.5453935,6.6112905
"GSM5050563","DFU-nonhealer","endothelial",0.0071222372,-3.3152697,-10.882265
"GSM5050540","Non-diabetic","fibroblast",0.68852425,8.176999,1.3375851
"GSM5050532","DFU-healer","keratinocyte",0.0036987555,1.1599361,16.643913
"GSM5050538","Non-diabetic","keratinocyte",0.0060692932,4.6023383,13.451816
"GSM5050568","Non-diabetic","endothelial",0.008739964,0.8425925,-9.120683
"GSM5050548","Non-diabetic","pericyte_smc",0.0112517895,-6.040341,5.498627
"GSM5050556","Non-diabetic","fibroblast",0.018695347,2.810404,0.17292623
"GSM5050569","DFU-healer","keratinocyte",0.0037728488,1.1177233,16.34898
"GSM5050540","Non-diabetic","t_cell",0.005703452,16.369839,5.7661476
"GSM5050563","DFU-nonhealer","endothelial",0.062694654,-1.9446095,-8.831787
"GSM5050573","DFU-healer","fibroblast",0.30767164,5.8037734,1.4722192
"GSM5050523","DFU-healer","pericyte_smc",0.049167395,-3.612304,4.3731623
"GSM5050557","DFU-nonhealer","pericyte_smc",0.012633647,-8.522859,5.082062
"GSM5050523","DFU-healer","pericyte_smc",0.008911221,-5.151204,2.3074222
"GSM5050532","DFU-healer","endothelial",0.009899516,-2.4780564,-10.433357
"GSM5050547","DFU-healer","keratinocyte",0.02420467,-1.3921735,11.976113
"GSM5050552","Non-diabetic","keratinocyte",0.0034396981,1.55432,16.965513
"GSM5050548","Non-diabetic","myeloid",0.0051654656,13.065466,-4.223707
"GSM5050569","DFU-healer","pericyte_smc",0.007997615,-9.036718,8.447158
"GSM5050569","DFU-healer","fibroblast",0.0074183894,5.8420305,-4.334698
"GSM5050556","Non-diabetic","keratinocyte",0.0051544374,2.9753385,15.164518
"GSM5050523","DFU-healer","endothelial",0.0060301237,-2.4083774,-10.705234
"GSM5050547","DFU-healer","pericyte_smc",0.0160066,-5.0461526,5.849642
"GSM5050523","DFU-healer","endothelial",0.007629037,-0.2361961,-8.960442
"GSM5050568","Non-diabetic","pericyte_smc",0.014690174,-6.9189696,6.5545487
"GSM5050548","Non-diabetic","pericyte_smc",0.011831227,-10.249721,4.163803
"GSM5050534","Non-diabetic","fibroblast",0.010720258,3.486987,4.3919873
"GSM5050533","DFU-nonhealer","pericyte_smc",0.011660722,-6.6671677,1.5880111
"GSM5050547","DFU-healer","myeloid",0.030244943,10.743566,-4.581086
"GSM5050548","Non-diabetic","keratinocyte",0.0041646147,3.4295602,16.62806
"GSM5050569","DFU-healer","keratinocyte",0.008579894,3.3792298,13.534855
"GSM5050523","DFU-healer","t_cell",0.009686057,14.745188,5.413313
"GSM5050534","Non-diabetic","pericyte_smc",0.020787232,-8.504746,7.7224517
"GSM5050555","Non-diabetic","sweat_gland",0.01740334,3.118198,1.9760761
"GSM5050530","DFU-nonhealer","b_plasma",0.0036513135,11.797893,-5.9868107
"GSM5050538","Non-diabetic","pericyte_smc",0.01049773,-9.336076,7.7739396
"GSM5050552","Non-diabetic","endothelial",0.007284991,-1.6836295,-10.702742
"GSM5050556","Non-diabetic","fibroblast",0.010930786,2.0216732,-4.2396183
"GSM5050552","Non-diabetic","endothelial",0.004948028,-4.929138,-10.431306
"GSM5050540","Non-diabetic","fibroblast",0.22569536,-2.0687995,4.609749
"GSM5050523","DFU-healer","t_cell",0.0058188485,16.334702,6.879754
"GSM5050533","DFU-nonhealer","pericyte_smc",0.009544158,-3.7992659,1.2488794
"GSM5050538","Non-diabetic","pericyte_smc",0.009002785,-10.693556,5.1985474
"GSM5050552","Non-diabetic","keratinocyte",0.00867645,1.6130074,11.856588
"GSM5050538","Non-diabetic","endothelial",0.00925675,-10.875187,-0.984192
"GSM5050530","DFU-nonhealer","fibroblast",0.16128567,-2.8403833,6.477468
"GSM5050523","DFU-healer","endothelial",0.007420558,0.342712,-8.763169
"GSM5050533","DFU-nonhealer","melanocyte",0.44949135,-8.610693,15.011267
"GSM5050548","Non-diabetic","pericyte_smc",0.015029059,-7.61386,6.4567313
"GSM5050530","DFU-nonhealer","b_plasma",0.003731314,11.696075,-5.973525
"GSM5050547","DFU-healer","fibroblast",0.029584715,-3.188,6.8988867
"GSM5050534","Non-diabetic","keratinocyte",0.005923641,3.1183395,15.241808
"GSM5050534","Non-diabetic","keratinocyte",0.035538413,-5.904468,6.2033706
"GSM5050557","DFU-nonhealer","myeloid",0.008030589,12.926862,-2.891684
"GSM5050556","Non-diabetic","pericyte_smc",0.013774234,-6.866751,5.628669
"GSM5050533","DFU-nonhealer","keratinocyte",0.0064300243,3.5919137,10.612432
"GSM5050558","DFU-nonhealer","t_cell",0.0061745634,13.1905985,3.6148732
"GSM5050533","DFU-nonhealer","keratinocyte",0.0052281823,1.8212289,15.714463
"GSM5050574","Non-diabetic","pericyte_smc",0.010884371,-9.521116,5.827574
"GSM5050548","Non-diabetic","pericyte_smc",0.010061581,-10.233256,4.9357867
"GSM5050555","Non-diabetic","pericyte_smc",0.011800728,-7.1894317,3.25843
"GSM5050569","DFU-healer","fibroblast",0.017278247,7.1974287,-3.194608
"GSM5050563","DFU-nonhealer","pericyte_smc",0.009137873,-5.0317893,2.4541905
"GSM5050563","DFU-nonhealer","pericyte_smc",0.012391611,-7.5492654,7.6844
"GSM5050547","DFU-healer","keratinocyte",0.0043844506,4.037826,16.212328
"GSM5050563","DFU-nonhealer","endothelial",0.006564185,-0.9411672,-11.312752
"GSM5050533","DFU-nonhealer","melanocyte",0.013058901,3.2779257,12.506988
"GSM5050552","Non-diabetic","endothelial",0.009056818,-1.5627191,-10.679255
"GSM5050534","Non-diabetic","keratinocyte",0.0046636667,2.399864,15.897097
"GSM5050574","Non-diabetic","pericyte_smc",0.018813642,4.542646,3.3231418
"GSM5050548","Non-diabetic","keratinocyte",0.004880283,4.3655524,15.235011
"GSM5050534","Non-diabetic","lymphatic_ec",0.011485694,-3.5751107,-8.388599
"GSM5050556","Non-diabetic","pericyte_smc",0.018542906,-5.6094246,6.7222586
"GSM5050547","DFU-healer","pericyte_smc",0.015846863,-3.5378277,4.5674148
"GSM5050540","Non-diabetic","t_cell",0.011545221,12.81242,0.44965592
"GSM5050567","Non-diabetic","pericyte_smc",0.023675667,-2.8511627,10.726282
"GSM5050566","DFU-healer","t_cell",0.006276506,14.600254,8.053508
"GSM5050532","DFU-healer","fibroblast",0.013957392,0.9234171,-1.3012961
"GSM5050556","Non-diabetic","pericyte_smc",0.0105604045,-4.8085365,1.984741
"GSM5050523","DFU-healer","pericyte_smc",0.012383419,-7.825193,3.8200483
"GSM5050539","DFU-healer","myeloid",0.015314683,12.215475,-3.7480361
"GSM5050568","Non-diabetic","fibroblast",0.01313401,1.5945174,-2.9780397
"GSM5050534","Non-diabetic","keratinocyte",0.004069918,1.3679652,16.307428
"GSM5050556","Non-diabetic","pericyte_smc",0.014174661,-5.84974,3.8135896
"GSM5050523","DFU-healer","b_plasma",0.00650015,14.514563,5.006161
"GSM5050573","DFU-healer","pericyte_smc",0.035993863,-3.351736,4.353648
"GSM5050534","Non-diabetic","sweat_gland",0.01736377,1.3258412,0.32819274
"GSM5050538","Non-diabetic","sweat_gland",0.009677561,-5.1608357,0.84952843
"GSM5050527","DFU-healer","keratinocyte",0.02067056,-4.555888,6.225442
"GSM5050555","Non-diabetic","mast",0.007834747,12.008536,-1.4641143
"GSM5050533","DFU-nonhealer","keratinocyte",0.0053722393,4.826288,15.187754
"GSM5050538","Non-diabetic","endothelial",0.0058870455,-4.42717,-10.160509
"GSM5050523","DFU-healer","pericyte_smc",0.013687505,-5.3231926,2.9755466
"GSM5050558","DFU-nonhealer","t_cell",0.005930844,15.443963,6.3982387
"GSM5050548","Non-diabetic","fibroblast",0.014428612,3.24903,3.3976784
"GSM5050563","DFU-nonhealer","endothelial",0.009928641,0.6337661,-11.03148
"GSM5050552","Non-diabetic","endothelial",0.0056378623,-3.587521,-11.259267
"GSM5050540","Non-diabetic","pericyte_smc",0.028594578,-3.7253783,4.7860303
"GSM5050538","Non-diabetic","pericyte_smc",0.009591831,-5.2213373,0.75034475
"GSM5050523","DFU-healer","pericyte_smc",0.014597973,-4.8608146,2.3425035
"GSM5050566","DFU-healer","endothelial",0.007124498,-3.6662438,-10.459028
"GSM5050548","Non-diabetic","pericyte_smc",0.010079616,-6.71862,2.033747
"GSM5050547","DFU-healer","myeloid",0.0052079246,13.30897,-3.9804106
"GSM5050530","DFU-nonhealer","pericyte_smc",0.0133901825,-1.0665985,2.8376422
"GSM5050557","DFU-nonhealer","mast",0.008275369,14.225468,-1.1629015
"GSM5050556","Non-diabetic","keratinocyte",0.0046909475,4.499572,15.522365
"GSM5050552","Non-diabetic","keratinocyte",0.0054414845,3.4601445,14.937022
"GSM5050523","DFU-healer","pericyte_smc",0.014530271,-6.589347,2.1714659
"GSM5050556","Non-diabetic","keratinocyte",0.0052146544,4.8211193,13.507279
"GSM5050523","DFU-healer","fibroblast",0.024999052,6.5094833,-2.5705423
"GSM5050538","Non-diabetic","keratinocyte",0.004933608,4.0260873,15.090542
"GSM5050573","DFU-healer","t_cell",0.006066587,15.474747,7.3249435
"GSM5050532","DFU-healer","endothelial",0.01905308,-2.0677018,-10.0363865
"GSM5050527","DFU-healer","myeloid",0.0076397895,11.234411,-3.7171512
"GSM5050538","Non-diabetic","pericyte_smc",0.015360407,3.2556372,2.9390762
"GSM5050574","Non-diabetic","fibroblast",0.011658461,0.2897561,0.85669714
"GSM5050523","DFU-healer","keratinocyte",0.012999138,-2.6521606,12.875258
"GSM5050540","Non-diabetic","myeloid",0.014105136,12.904294,-2.787901
"GSM5050569","DFU-healer","fibroblast",0.008022192,7.1241937,-3.81837
"GSM5050548","Non-diabetic","pericyte_smc",0.00898974,-5.8609915,3.62126
"GSM5050531","DFU-healer","pericyte_smc",0.012920923,-2.320616,2.0398924
"GSM5050573","DFU-healer","pericyte_smc",0.016792031,-6.5738873,4.578073
"GSM5050552","Non-diabetic","myeloid",0.009325814,13.20613,-0.41845205
"GSM5050556","Non-diabetic","fibroblast",0.010480695,0.8426246,-2.1500762
"GSM5050556","Non-diabetic","keratinocyte",0.004522067,4.8591475,15.110686
"GSM5050558","DFU-nonhealer","myeloid",0.006993628,14.670879,-1.3729616
"GSM5050547","DFU-healer","pericyte_smc",0.0150393415,-5.318123,5.9833374
"GSM5050533","DFU-nonhealer","keratinocyte",0.008949074,3.5778382,11.913264
"GSM5050556","Non-diabetic","fibroblast",0.013155952,5.2425447,-1.8892931
"GSM5050552","Non-diabetic","endothelial",0.0065272045,-3.5235775,-10.733669
"GSM5050534","Non-diabetic","pericyte_smc",0.012146296,-6.953835,5.2503934
"GSM5050564","Non-diabetic","keratinocyte",0.006202004,3.7628891,14.669361
"GSM5050548","Non-diabetic","keratinocyte",0.008084169,4.1026587,13.37427
"GSM5050533","DFU-nonhealer","keratinocyte",0.005624134,4.9388766,14.064338
"GSM5050556","Non-diabetic","pericyte_smc",0.012209426,-4.6462045,0.720324
"GSM5050534","Non-diabetic","myeloid",0.0077066887,10.814595,-2.7151825
"GSM5050556","Non-diabetic","keratinocyte",0.0070274994,-1.4924705,13.383416
"GSM5050532","DFU-healer","pericyte_smc",0.01939131,-8.854244,4.9277654
"GSM5050534","Non-diabetic","pericyte_smc",0.009630626,-10.519213,5.6368413
"GSM5050564","Non-diabetic","sweat_gland",0.013989198,-5.3786907,7.286066
"GSM5050552","Non-diabetic","endothelial",0.008774635,-0.53299564,-11.314289
"GSM5050563","DFU-nonhealer","pericyte_smc",0.015735313,-3.6215544,4.3647065
"GSM5050574","Non-diabetic","fibroblast",0.015910437,1.9933347,1.6016643
"GSM5050567","Non-diabetic","pericyte_smc",0.008868441,-10.665626,6.1542063
"GSM5050538","Non-diabetic","fibroblast",0.0078328075,1.6062832,4.0119424
"GSM5050534","Non-diabetic","pericyte_smc",0.009258219,-9.819477,5.2426677
"GSM5050568","Non-diabetic","endothelial",0.016185155,0.24139252,-8.969034
"GSM5050556","Non-diabetic","pericyte_smc",0.010860059,-6.089942,2.629156
"GSM5050538","Non-diabetic","pericyte_smc",0.009750112,-8.836573,8.830673
"GSM5050534","Non-diabetic","keratinocyte",0.0045606922,3.1952631,16.195791
"GSM5050533","DFU-nonhealer","keratinocyte",0.0049198265,4.3487387,15.765847
"GSM5050564","Non-diabetic","endothelial",0.0077850604,-0.08588966,-9.81082
"GSM5050540","Non-diabetic","t_cell",0.008253279,17.12156,6.1850038
"GSM5050538","Non-diabetic","keratinocyte",0.0036904633,0.9978006,16.809517
"GSM5050564","Non-diabetic","lymphatic_ec",0.01213718,-2.8140028,-8.190108
"GSM5050533","DFU-nonhealer","keratinocyte",0.008461053,-0.48098746,13.235584
"GSM5050569","DFU-healer","myeloid",0.019355688,12.979393,-2.2720747
"GSM5050557","DFU-nonhealer","myeloid",0.009598735,2.2802074,4.740556
"GSM5050547","DFU-healer","melanocyte",0.008920307,13.863795,2.007559
"GSM5050531","DFU-healer","fibroblast",0.0627357,6.265989,-1.9181901
"GSM5050552","Non-diabetic","endothelial",0.010250604,-1.2264781,-11.177038
"GSM5050540","Non-diabetic","fibroblast",0.22639768,-0.8683565,4.794909
"GSM5050547","DFU-healer","fibroblast",0.62364185,7.1126885,1.1022036
"GSM5050555","Non-diabetic","fibroblast",0.021440139,3.0212204,1.2570418
"GSM5050532","DFU-healer","pericyte_smc",0.015435063,-5.130619,4.0635624
"GSM5050547","DFU-healer","pericyte_smc",0.021189004,-9.450972,6.735502
"GSM5050533","DFU-nonhealer","fibroblast",0.0073916567,4.6279936,-3.4234433
"GSM5050557","DFU-nonhealer","fibroblast",0.04136377,3.6690865,-1.1205163
"GSM5050523","DFU-healer","fibroblast",0.009426439,4.1949587,-3.6049435
"GSM5050547","DFU-healer","fibroblast",0.6687011,7.769456,1.2635394
"GSM5050555","Non-diabetic","pericyte_smc",0.008552224,-11.232434,5.1009336
"GSM5050558","DFU-nonhealer","fibroblast",0.07489861,3.0306568,2.630871
"GSM5050552","Non-diabetic","endothelial",0.00585261,-4.2636676,-11.018081
"GSM5050556","Non-diabetic","pericyte_smc",0.011328644,-6.2779207,5.83038
"GSM5050523","DFU-healer","lymphatic_ec",0.009694408,-4.6448927,7.438987
"GSM5050540","Non-diabetic","fibroblast",0.78688335,7.017739,1.4175533
"GSM5050566","DFU-healer","t_cell",0.004807141,14.792373,4.8389196
"GSM5050557","DFU-nonhealer","fibroblast",0.016393315,2.7304032,2.576021
"GSM5050574","Non-diabetic","keratinocyte",0.007305296,-0.6809835,13.235517
"GSM5050557","DFU-nonhealer","t_cell",0.0066326032,15.313591,7.912708
"GSM5050527","DFU-healer","fibroblast",0.29934746,5.0507045,0.29485366
"GSM5050532","DFU-healer","fibroblast",0.17223488,2.9214623,-0.2234165
"GSM5050555","Non-diabetic","sweat_gland",0.012527932,12.720484,0.80576456
"GSM5050539","DFU-healer","t_cell",0.005769872,14.582491,4.9900966
"GSM5050534","Non-diabetic","pericyte_smc",0.010901541,-6.3869786,4.1316257
"GSM5050555","Non-diabetic","mast",0.012196467,-3.5388606,1.5008
"GSM5050523","DFU-healer","pericyte_smc",0.014166207,-4.2266955,3.762028
"GSM5050523","DFU-healer","fibroblast",0.023944136,5.476427,-2.581309
"GSM5050558","DFU-nonhealer","myeloid",0.004413583,12.391479,-4.9821825
"GSM5050530","DFU-nonhealer","fibroblast",0.6142517,-1.6838704,4.603782
"GSM5050555","Non-diabetic","lymphatic_ec",0.014905005,-3.1818702,-8.18898
"GSM5050556","Non-diabetic","pericyte_smc",0.011250055,-8.2781925,8.017702
"GSM5050540","Non-diabetic","t_cell",0.006371244,16.44517,7.316984
"GSM5050569","DFU-healer","fibroblast",0.008319071,6.9229193,-3.6408978
"GSM5050539","DFU-healer","myeloid",0.006824227,12.859885,-2.3260036
"GSM5050547","DFU-healer","t_cell",0.005836156,16.886555,6.695
"GSM5050533","DFU-nonhealer","keratinocyte",0.013125883,3.506333,9.809667
"GSM5050523","DFU-healer","pericyte_smc",0.014225033,-4.2917433,3.2567565
"GSM5050539","DFU-healer","myeloid",0.06229696,-2.61009,4.2413483
"GSM5050558","DFU-nonhealer","pericyte_smc",0.009308568,-6.0604863,1.5066466
"GSM5050552","Non-diabetic","pericyte_smc",0.009527518,-7.0135174,1.8252332
"GSM5050547","DFU-healer","pericyte_smc",0.012160143,-2.058306,2.1601377
"GSM5050532","DFU-healer","pericyte_smc",0.00982957,-6.1849036,2.371247
"GSM5050530","DFU-nonhealer","b_plasma",0.0065628663,14.572819,0.9033575
"GSM5050566","DFU-healer","t_cell",0.0075408197,13.300784,3.5135894
"GSM5050558","DFU-nonhealer","t_cell",0.004896147,16.507885,7.122669
