"gsm","arm","celltype","topic_0","x","y"
"GSM5050556","Non-diabetic","endothelial",0.0052889185,-4.701966,-10.124673
"GSM5050569","DFU-healer","fibroblast",0.052660447,7.0355277,-1.7215534
"GSM5050547","DFU-healer","myeloid",0.0063186674,13.230097,-3.5365813
"GSM5050534","Non-diabetic","keratinocyte",0.006817824,3.4263594,13.794807
"GSM5050532","DFU-healer","fibroblast",0.4750683,5.952572,0.37778354
"GSM5050538","Non-diabetic","pericyte_smc",0.012782274,-6.223655,3.8785214
"GSM5050569","DFU-healer","t_cell",0.011244719,17.135223,5.609412
"GSM5050555","Non-diabetic","fibroblast",0.017834786,2.9998055,-2.358019
"GSM5050538","Non-diabetic","keratinocyte",0.0056166393,3.8660932,14.797013
"GSM5050569","DFU-healer","endothelial",0.047287643,-2.4692307,-8.870551
"GSM5050530","DFU-nonhealer","pericyte_smc",0.036036752,-3.1949844,2.7349722
"GSM5050540","Non-diabetic","fibroblast",0.5023231,5.9130354,1.0718101
"GSM5050574","Non-diabetic","endothelial",0.006093915,-3.3201337,-11.195507
"GSM5050539","DFU-healer","myeloid",0.00856219,13.08086,-1.4592535
"GSM5050532","DFU-healer","fibroblast",0.02717688,1.9661874,1.124581
"GSM5050538","Non-diabetic","pericyte_smc",0.013955996,-7.317082,4.2628245
"GSM5050538","Non-diabetic","keratinocyte",0.007506234,3.9799995,11.656725
"GSM5050538","Non-diabetic","fibroblast",0.008615637,-0.6877136,-2.4133828
"GSM5050533","DFU-nonhealer","fibroblast",0.012202329,4.559,-1.895803
"GSM5050563","DFU-nonhealer","pericyte_smc",0.011234223,-7.8787293,7.1675925
"GSM5050573","DFU-healer","fibroblast",0.09532178,5.721592,-0.9628102
"GSM5050532","DFU-healer","pericyte_smc",0.011307307,-8.029471,4.8324924
"GSM5050548","Non-diabetic","myeloid",0.007453943,12.629515,-2.368732
"GSM5050563","DFU-nonhealer","pericyte_smc",0.017229386,-5.14897,6.7398643
"GSM5050527","DFU-healer","pericyte_smc",0.013657298,-5.8200135,4.1900263
"GSM5050573","DFU-healer","pericyte_smc",0.02575937,-1.937468,2.4611843
"GSM5050558","DFU-nonhealer","myeloid",0.007375091,13.287685,-1.4795219
"GSM5050555","Non-diabetic","keratinocyte",0.012897765,2.687986,-2.1785896
"GSM5050530","DFU-nonhealer","pericyte_smc",0.20009127,-2.0653524,4.2510147
"GSM5050539","DFU-healer","myeloid",0.0059512416,13.0044985,-4.236389
"GSM5050538","Non-diabetic","endothelial",0.0068570413,-2.2836003,-9.7249
"GSM5050568","Non-diabetic","fibroblast",0.017700823,2.4342701,2.4511263
"GSM5050564","Non-diabetic","pericyte_smc",0.013552306,-6.273623,3.830697
"GSM5050534","Non-diabetic","keratinocyte",0.03101025,2.8283863,0.51356035
"GSM5050523","DFU-healer","pericyte_smc",0.011234976,-5.5808363,3.7824562
"GSM5050557","DFU-nonhealer","myeloid",0.0064258273,13.802059,-2.2534137
"GSM5050557","DFU-nonhealer","myeloid",0.005370714,12.324272,-3.7635794
"GSM5050558","DFU-nonhealer","fibroblast",0.030832421,2.0534635,1.569408
"GSM5050556","Non-diabetic","fibroblast",0.013423821,1.8854926,-3.2570262
"GSM5050556","Non-diabetic","pericyte_smc",0.0075156954,-4.48297,0.31569916
"GSM5050548","Non-diabetic","endothelial",0.0057783364,-2.2213323,-10.610359
"GSM5050539","DFU-healer","myeloid",0.005601187,13.616808,-3.9925714
"GSM5050547","DFU-healer","t_cell",0.004714081,16.669792,6.6075535
"GSM5050556","Non-diabetic","myeloid",0.00602247,13.650676,-3.1956408
"GSM5050538","Non-diabetic","keratinocyte",0.0051718173,4.667874,14.355725
"GSM5050533","DFU-nonhealer","fibroblast",0.01176239,5.055498,-2.8064218
"GSM5050523","DFU-healer","fibroblast",0.6751511,7.7006626,1.491125
"GSM5050574","Non-diabetic","keratinocyte",0.008111291,-2.0512402,12.5602455
"GSM5050547","DFU-healer","t_cell",0.006900293,16.09732,7.19157
"GSM5050574","Non-diabetic","mast",0.010220614,12.535302,-0.030207861
"GSM5050573","DFU-healer","fibroblast",0.08254242,6.005273,-1.3684583
"GSM5050574","Non-diabetic","endothelial",0.01328234,4.2247524,3.9686136
"GSM5050552","Non-diabetic","keratinocyte",0.003248068,0.6959216,16.795284
"GSM5050538","Non-diabetic","fibroblast",0.0069144736,-0.73117626,-0.64153165
"GSM5050538","Non-diabetic","pericyte_smc",0.014680765,-5.9773197,4.7379036
"GSM5050548","Non-diabetic","lymphatic_ec",0.010939091,-5.3992996,7.86355
"GSM5050548","Non-diabetic","pericyte_smc",0.009820868,-11.034695,4.1298227
"GSM5050534","Non-diabetic","keratinocyte",0.014191218,-7.144427,6.227694
"GSM5050527","DFU-healer","t_cell",0.008110089,14.384554,5.6871595
"GSM5050523","DFU-healer","t_cell",0.0056483983,17.156393,6.204709
"GSM5050548","Non-diabetic","keratinocyte",0.0050755967,3.7023098,15.612401
"GSM5050556","Non-diabetic","sweat_gland",0.0062005995,2.3070827,5.1441116
"GSM5050569","DFU-healer","fibroblast",0.06009964,6.9482703,-1.8977001
"GSM5050534","Non-diabetic","fibroblast",0.018621584,2.230691,0.78269804
"GSM5050569","DFU-healer","fibroblast",0.034665566,6.3468437,-2.5760658
"GSM5050568","Non-diabetic","endothelial",0.0051169987,-4.735308,-10.799837
"GSM5050558","DFU-nonhealer","t_cell",0.009035353,16.149817,7.186224
"GSM5050564","Non-diabetic","pericyte_smc",0.012846927,-10.56216,5.8309517
"GSM5050555","Non-diabetic","pericyte_smc",0.015919587,-4.750414,4.6289463
"GSM5050564","Non-diabetic","pericyte_smc",0.013429715,-7.7879424,3.5993733
"GSM5050566","DFU-healer","keratinocyte",0.005860098,-1.7513896,12.9446945
"GSM5050538","Non-diabetic","sweat_gland",0.008436666,1.9668545,4.463814
"GSM5050538","Non-diabetic","myeloid",0.0067769163,11.440637,-2.2603076
"GSM5050547","DFU-healer","pericyte_smc",0.011767922,-8.11368,7.37984
"GSM5050534","Non-diabetic","myeloid",0.014107458,10.659864,-2.1110117
"GSM5050538","Non-diabetic","pericyte_smc",0.014564563,-8.543571,6.17265
"GSM5050569","DFU-healer","fibroblast",0.011304133,4.148902,-3.6388605
"GSM5050573","DFU-healer","pericyte_smc",0.018609542,-2.3762832,3.9697766
"GSM5050533","DFU-nonhealer","keratinocyte",0.005470736,4.3244967,14.948602
"GSM5050532","DFU-healer","pericyte_smc",0.008277638,-6.156609,3.4661589
"GSM5050533","DFU-nonhealer","keratinocyte",0.0047751158,3.0775018,15.670519
"GSM5050538","Non-diabetic","myeloid",0.0057674674,11.846293,-3.1150131
"GSM5050538","Non-diabetic","pericyte_smc",0.017183075,-4.747775,1.4127052
"GSM5050548","Non-diabetic","fibroblast",0.011741966,1.2374959,1.9711311
"GSM5050533","DFU-nonhealer","melanocyte",0.070311256,-6.9418116,14.899944
"GSM5050534","Non-diabetic","fibroblast",0.024345512,3.0978196,-0.6404668
"GSM5050555","Non-diabetic","fibroblast",0.012257449,1.2796615,-2.8704946
"GSM5050558","DFU-nonhealer","endothelial",0.008298993,-2.221431,-10.666104
"GSM5050574","Non-diabetic","t_cell",0.0053054113,16.102703,8.073731
"GSM5050530","DFU-nonhealer","t_cell",0.0042067207,15.841431,6.707836
"GSM5050552","Non-diabetic","t_cell",0.012777927,-4.0838284,4.844101
"GSM5050533","DFU-nonhealer","endothelial",0.0093648555,-0.29748735,-8.823438
"GSM5050527","DFU-healer","fibroblast",0.70032537,5.09103,1.2449362
"GSM5050558","DFU-nonhealer","t_cell",0.006398549,15.208673,7.702555
"GSM5050527","DFU-healer","endothelial",0.006460797,-3.893939,-9.212267
"GSM5050556","Non-diabetic","keratinocyte",0.0064883935,5.2965035,11.5823
"GSM5050523","DFU-healer","fibroblast",0.01482319,7.531749,-3.167064
"GSM5050527","DFU-healer","pericyte_smc",0.020221243,-2.4277062,2.3466997
"GSM5050527","DFU-healer","pericyte_smc",0.23672445,-1.3464328,4.5714183
"GSM5050564","Non-diabetic","myeloid",0.0063149836,14.014615,-1.8227352
"GSM5050538","Non-diabetic","endothelial",0.0063674087,-4.0267825,-9.258723
"GSM5050532","DFU-healer","fibroblast",0.22325379,2.8224897,-0.44894454
"GSM5050547","DFU-healer","fibroblast",0.010119178,3.0994604,-3.119451
"GSM5050557","DFU-nonhealer","pericyte_smc",0.0105093075,-10.531254,5.013598
"GSM5050566","DFU-healer","endothelial",0.008809034,-0.37165403,-10.869739
"GSM5050531","DFU-healer","fibroblast",0.19359197,6.9474845,-0.6581049
"GSM5050533","DFU-nonhealer","fibroblast",0.021869022,2.888102,1.2826366
"GSM5050556","Non-diabetic","pericyte_smc",0.009650833,-10.020244,4.333386
"GSM5050547","DFU-healer","myeloid",0.010267609,13.100283,-1.4468257
"GSM5050547","DFU-healer","pericyte_smc",0.014086145,-5.222046,6.248902
"GSM5050566","DFU-healer","fibroblast",0.037911262,2.0123527,-0.64027476
"GSM5050555","Non-diabetic","sweat_gland",0.0025788485,-4.682953,13.14134
"GSM5050534","Non-diabetic","pericyte_smc",0.012801578,-8.057438,7.717807
"GSM5050573","DFU-healer","pericyte_smc",0.037473097,-3.0994306,4.278921
"GSM5050556","Non-diabetic","endothelial",0.0054384717,-4.407322,-9.926885
"GSM5050539","DFU-healer","fibroblast",0.741254,6.7704487,1.8742416
"GSM5050548","Non-diabetic","keratinocyte",0.0050002285,2.8017495,16.077644
"GSM5050557","DFU-nonhealer","fibroblast",0.019618543,2.3178856,2.1603832
"GSM5050556","Non-diabetic","pericyte_smc",0.009604111,-11.311511,4.5126114
"GSM5050540","Non-diabetic","fibroblast",0.59541905,8.012756,1.0145925
"GSM5050569","DFU-healer","fibroblast",0.053566314,4.062115,-2.9033287
"GSM5050538","Non-diabetic","endothelial",0.006118475,-4.1083527,-9.763905
"GSM5050523","DFU-healer","myeloid",0.010599033,12.632038,-3.3871887
"GSM5050538","Non-diabetic","keratinocyte",0.0043103523,2.8894045,16.02953
"GSM5050527","DFU-healer","keratinocyte",0.028425753,9.943209,10.11292
"GSM5050556","Non-diabetic","keratinocyte",0.010561867,5.5787888,9.699688
"GSM5050523","DFU-healer","pericyte_smc",0.023442166,-6.462162,2.4132478
"GSM5050556","Non-diabetic","fibroblast",0.014940997,3.346973,3.163769
"GSM5050574","Non-diabetic","keratinocyte",0.008374518,-0.52126765,13.241875
"GSM5050563","DFU-nonhealer","endothelial",0.00676278,-3.633361,-8.748322
"GSM5050557","DFU-nonhealer","endothelial",0.0053266427,-4.521796,-10.500331
"GSM5050533","DFU-nonhealer","keratinocyte",0.008064561,4.1330304,13.657348
"GSM5050523","DFU-healer","endothelial",0.010841137,-2.6648543,-10.178827
"GSM5050574","Non-diabetic","sweat_gland",0.007581223,-2.6845307,11.625045
"GSM5050533","DFU-nonhealer","keratinocyte",0.0048280214,3.1057565,15.838912
"GSM5050539","DFU-healer","t_cell",0.0052010287,15.617328,5.317479
"GSM5050523","DFU-healer","pericyte_smc",0.009253551,-4.612499,0.54203093
"GSM5050558","DFU-nonhealer","pericyte_smc",0.0092364345,-4.3529444,0.849571
"GSM5050523","DFU-healer","fibroblast",0.008101937,7.301434,-4.300111
"GSM5050540","Non-diabetic","fibroblast",0.5255501,7.820639,0.69286245
"GSM5050547","DFU-healer","myeloid",0.007840791,12.46678,-4.01389
"GSM5050523","DFU-healer","fibroblast",0.019952286,-2.0113745,3.869126
"GSM5050563","DFU-nonhealer","endothelial",0.006484217,-4.093429,-11.050903
"GSM5050556","Non-diabetic","keratinocyte",0.011906393,-1.140704,11.654488
"GSM5050548","Non-diabetic","pericyte_smc",0.010169139,-5.896798,3.488718
"GSM5050573","DFU-healer","endothelial",0.0076927654,-3.5461621,-10.54216
"GSM5050533","DFU-nonhealer","keratinocyte",0.0083636865,4.173611,12.48465
"GSM5050552","Non-diabetic","pericyte_smc",0.023548732,-7.2159977,3.9881792
"GSM5050534","Non-diabetic","myeloid",0.008520461,10.767928,-2.0786264
"GSM5050539","DFU-healer","fibroblast",0.18719059,7.1281443,-0.71320325
"GSM5050547","DFU-healer","pericyte_smc",0.013784325,-4.3682175,5.4931936
"GSM5050569","DFU-healer","fibroblast",0.053016465,3.145034,-1.2650965
"GSM5050533","DFU-nonhealer","fibroblast",0.011597925,5.495306,-3.3142736
"GSM5050567","Non-diabetic","keratinocyte",0.011443898,-0.98873425,12.50464
"GSM5050555","Non-diabetic","fibroblast",0.008415179,-0.026800215,-1.7883916
"GSM5050540","Non-diabetic","fibroblast",0.63102645,8.140937,1.1353145
"GSM5050534","Non-diabetic","keratinocyte",0.0119385,3.5141242,10.705071
"GSM5050534","Non-diabetic","keratinocyte",0.00706949,3.6099997,13.758761
"GSM5050566","DFU-healer","pericyte_smc",0.018441977,-8.860501,6.803057
"GSM5050538","Non-diabetic","fibroblast",0.009792496,1.8868219,-4.196429
"GSM5050555","Non-diabetic","pericyte_smc",0.007666289,-11.576735,5.151238
"GSM5050531","DFU-healer","pericyte_smc",0.0165248,-2.488053,3.7437203
"GSM5050532","DFU-healer","fibroblast",0.014083585,0.6473599,-1.1529902
"GSM5050531","DFU-healer","endothelial",0.0070453524,-3.8422863,-9.900694
"GSM5050574","Non-diabetic","pericyte_smc",0.022131845,4.3651686,3.6998577
"GSM5050523","DFU-healer","pericyte_smc",0.010032661,-6.538471,1.8843784
"GSM5050552","Non-diabetic","pericyte_smc",0.0120170005,-6.5224314,4.091409
"GSM5050534","Non-diabetic","pericyte_smc",0.014550766,-4.850889,2.5579433
"GSM5050573","DFU-healer","pericyte_smc",0.037257537,-5.9444714,7.785478
"GSM5050539","DFU-healer","b_plasma",0.0067807343,14.667596,1.130725
"GSM5050574","Non-diabetic","endothelial",0.0053053303,-4.061936,-11.09604
"GSM5050574","Non-diabetic","fibroblast",0.016235089,3.5968995,-1.7469277
"GSM5050555","Non-diabetic","t_cell",0.005432862,15.269761,5.489266
"GSM5050548","Non-diabetic","pericyte_smc",0.009886525,-9.564889,5.5112023
"GSM5050530","DFU-nonhealer","fibroblast",0.0901265,5.889219,-1.6111324
"GSM5050548","Non-diabetic","keratinocyte",0.007903962,5.2562885,11.090726
"GSM5050539","DFU-healer","b_plasma",0.006801869,14.4911175,1.3692564
"GSM5050530","DFU-nonhealer","fibroblast",0.7877666,6.5783334,2.1079063
"GSM5050533","DFU-nonhealer","endothelial",0.0092818625,-0.9977797,-10.625503
"GSM5050540","Non-diabetic","t_cell",0.010044829,15.564483,5.6636763
"GSM5050556","Non-diabetic","pericyte_smc",0.013038979,-5.781695,7.7075133
"GSM5050557","DFU-nonhealer","pericyte_smc",0.011250335,-10.084723,3.9010973
"GSM5050533","DFU-nonhealer","keratinocyte",0.014471468,4.962273,10.379285
"GSM5050557","DFU-nonhealer","myeloid",0.006319481,13.399245,-1.8663588
"GSM5050552","Non-diabetic","keratinocyte",0.0053495523,4.1132197,14.469812
"GSM5050533","DFU-nonhealer","keratinocyte",0.0063269716,4.5830975,14.124734
"GSM5050530","DFU-nonhealer","pericyte_smc",0.024844237,-2.3442402,2.5125008
"GSM5050534","Non-diabetic","fibroblast",0.032530244,1.4927278,-0.061154287
"GSM5050556","Non-diabetic","pericyte_smc",0.026450861,-5.039498,6.0477176
"GSM5050523","DFU-healer","fibroblast",0.023629112,0.79264784,-2.1847234
"GSM5050532","DFU-healer","fibroblast",0.051213697,5.7651796,-1.866992
"GSM5050539","DFU-healer","myeloid",0.0063751987,13.011157,-4.167227
"GSM5050548","Non-diabetic","pericyte_smc",0.010597238,-7.4693074,2.3456101
"GSM5050532","DFU-healer","keratinocyte",0.010436986,3.3916247,13.200286
"GSM5050538","Non-diabetic","pericyte_smc",0.006139248,-9.1210575,9.1627655
"GSM5050534","Non-diabetic","keratinocyte",0.007064218,2.299369,5.0798817
"GSM5050523","DFU-healer","melanocyte",0.0076730717,-3.2364779,-10.09165
"GSM5050533","DFU-nonhealer","pericyte_smc",0.014177279,-6.1154003,2.3359575
"GSM5050555","Non-diabetic","keratinocyte",0.013614227,0.32615924,12.98921
"GSM5050539","DFU-healer","b_plasma",0.0071207536,14.280736,2.322211
"GSM5050556","Non-diabetic","mast",0.017135061,13.200832,-0.18449262
"GSM5050523","DFU-healer","fibroblast",0.03142537,3.0056431,-1.2594811
"GSM5050547","DFU-healer","pericyte_smc",0.017468361,-7.581525,7.2642446
"GSM5050555","Non-diabetic","mast",0.0095525505,11.939457,-2.4052343
"GSM5050534","Non-diabetic","fibroblast",0.020147609,0.7617677,-0.07793228
"GSM5050540","Non-diabetic","t_cell",0.0077521773,14.964491,8.244418
"GSM5050569","DFU-healer","fibroblast",0.15148634,7.2987704,-1.0300274
"GSM5050533","DFU-nonhealer","keratinocyte",0.0046232594,3.1735535,16.233036
"GSM5050568","Non-diabetic","endothelial",0.00542656,-3.256763,-11.082176
"GSM5050563","DFU-nonhealer","endothelial",0.0070701083,-1.7682471,-10.850278
"GSM5050523","DFU-healer","pericyte_smc",0.023180762,-5.1485424,4.911357
"GSM5050534","Non-diabetic","keratinocyte",0.0051331455,2.5199373,15.392464
"GSM5050555","Non-diabetic","pericyte_smc",0.009243681,-3.7913544,0.7646458
"GSM5050538","Non-diabetic","keratinocyte",0.0048294803,3.1454182,16.061993
"GSM5050540","Non-diabetic","fibroblast",0.44503292,7.215645,0.3635166
"GSM5050531","DFU-healer","fibroblast",0.12369472,6.966429,-1.1014794
"GSM5050574","Non-diabetic","fibroblast",0.009899269,3.9421039,-1.6739848
"GSM5050566","DFU-healer","t_cell",0.0061773504,15.456375,7.370497
"GSM5050533","DFU-nonhealer","keratinocyte",0.0068900455,4.0981402,13.571744
"GSM5050556","Non-diabetic","pericyte_smc",0.012931025,-3.487745,1.5124675
"GSM5050573","DFU-healer","fibroblast",0.007864619,6.254703,-3.1423614
"GSM5050523","DFU-healer","pericyte_smc",0.015495507,-5.856813,3.2244573
"GSM5050527","DFU-healer","pericyte_smc",0.025482517,-3.1366785,2.3020723
"GSM5050564","Non-diabetic","sweat_gland",0.0082140155,-1.7478762,11.024315
"GSM5050538","Non-diabetic","sweat_gland",0.011579922,-9.094417,7.3406157
"GSM5050533","DFU-nonhealer","keratinocyte",0.01254166,5.3769684,9.796583
"GSM5050534","Non-diabetic","keratinocyte",0.011843383,-5.4976406,1.9171385
"GSM5050557","DFU-nonhealer","t_cell",0.0052459342,13.912789,4.6084886
"GSM5050564","Non-diabetic","keratinocyte",0.0050073876,4.055989,14.580529
"GSM5050548","Non-diabetic","keratinocyte",0.0053022327,4.6518526,14.78499
"GSM5050563","DFU-nonhealer","fibroblast",0.48648316,5.7176447,0.42880222
"GSM5050548","Non-diabetic","endothelial",0.0074007106,-0.738521,-9.766064
"GSM5050569","DFU-healer","t_cell",0.014782946,16.532402,5.7648973
"GSM5050573","DFU-healer","t_cell",0.0064686234,14.2070875,5.7114983
"GSM5050527","DFU-healer","pericyte_smc",0.011602073,-5.557517,7.822215
"GSM5050563","DFU-nonhealer","t_cell",0.008492288,14.098413,7.844554
"GSM5050548","Non-diabetic","pericyte_smc",0.011408776,-6.982282,7.7066307
"GSM5050532","DFU-healer","fibroblast",0.024621582,1.8137084,-0.45674923
"GSM5050538","Non-diabetic","fibroblast",0.009774593,0.507886,-2.7845824
"GSM5050527","DFU-healer","pericyte_smc",0.014348997,-4.152365,1.3683169
"GSM5050534","Non-diabetic","fibroblast",0.01566964,0.9240255,-0.70031863
"GSM5050558","DFU-nonhealer","myeloid",0.0069857226,13.053295,-2.5253756
"GSM5050569","DFU-healer","myeloid",0.011162929,12.597415,-3.6296864
"GSM5050555","Non-diabetic","fibroblast",0.013790692,2.811777,3.2002165
"GSM5050540","Non-diabetic","fibroblast",0.46199375,6.819011,0.67751837
"GSM5050555","Non-diabetic","melanocyte",0.010084573,-3.3981183,12.721395
"GSM5050539","DFU-healer","b_plasma",0.0075993803,14.266442,2.0270638
"GSM5050527","DFU-healer","fibroblast",0.08250671,4.5720606,-1.3522229
"GSM5050569","DFU-healer","myeloid",0.00918304,12.174013,-3.864333
"GSM5050573","DFU-healer","fibroblast",0.008372533,5.030684,-2.719591
"GSM5050568","Non-diabetic","sweat_gland",0.007474023,-0.40558654,13.290811
"GSM5050540","Non-diabetic","pericyte_smc",0.024091942,-1.3381957,2.8663132
"GSM5050556","Non-diabetic","pericyte_smc",0.010663153,-7.8265133,5.5559597
"GSM5050538","Non-diabetic","pericyte_smc",0.011825012,-9.240794,7.1901846
"GSM5050574","Non-diabetic","keratinocyte",0.013337868,-1.3078815,11.960398
"GSM5050534","Non-diabetic","fibroblast",0.012165926,0.49932545,-1.1788787
"GSM5050534","Non-diabetic","keratinocyte",0.004763524,2.1436098,15.690708
"GSM5050573","DFU-healer","pericyte_smc",0.023128899,-2.3150537,2.7401712
"GSM5050556","Non-diabetic","endothelial",0.005334021,-4.463413,-9.80419
"GSM5050568","Non-diabetic","fibroblast",0.017100653,3.9683812,3.6970615
"GSM5050557","DFU-nonhealer","melanocyte",0.0065947245,-3.5251963,12.643689
"GSM5050539","DFU-healer","fibroblast",0.090379,5.9901023,-1.7475861
"GSM5050555","Non-diabetic","myeloid",0.0069032665,11.784156,-2.4263346
"GSM5050563","DFU-nonhealer","fibroblast",0.013605749,0.13586691,-2.0143964
"GSM5050547","DFU-healer","pericyte_smc",0.043300286,-3.927999,4.8725314
"GSM5050555","Non-diabetic","pericyte_smc",0.011409546,-7.38275,4.612657
"GSM5050530","DFU-nonhealer","endothelial",0.010816106,-0.071673594,-9.599107
"GSM5050574","Non-diabetic","pericyte_smc",0.022009498,4.1052694,3.2844398
"GSM5050547","DFU-healer","pericyte_smc",0.008626216,-4.5143805,1.4202164
"GSM5050547","DFU-healer","keratinocyte",0.0051600863,2.2991147,15.473133
"GSM5050532","DFU-healer","fibroblast",0.054364663,2.330392,-0.47015736
"GSM5050527","DFU-healer","keratinocyte",0.0044944775,1.6711605,16.174297
"GSM5050527","DFU-healer","keratinocyte",0.0036416457,0.7755889,16.62615
"GSM5050574","Non-diabetic","fibroblast",0.012794398,2.1397893,3.263214
"GSM5050557","DFU-nonhealer","pericyte_smc",0.008582447,-11.440197,3.8656816
"GSM5050569","DFU-healer","endothelial",0.030246932,-2.3852677,-9.214595
"GSM5050574","Non-diabetic","endothelial",0.0057106907,-3.1764677,-9.620367
"GSM5050558","DFU-nonhealer","keratinocyte",0.0033491624,0.87140095,16.148973
"GSM5050552","Non-diabetic","endothelial",0.0056283562,-3.8381941,-11.28077
"GSM5050534","Non-diabetic","keratinocyte",0.014734948,-6.8917646,6.9704723
"GSM5050540","Non-diabetic","fibroblast",0.08705312,-1.1838137,4.433938
"GSM5050538","Non-diabetic","endothelial",0.005795341,-4.5618024,-9.831024
"GSM5050556","Non-diabetic","pericyte_smc",0.011214709,-5.626685,8.027487
"GSM5050556","Non-diabetic","fibroblast",0.011251691,1.0544596,-3.5892525
"GSM5050527","DFU-healer","myeloid",0.028657487,10.470334,-3.737765
"GSM5050569","DFU-healer","keratinocyte",0.01280267,3.1209707,13.536015
"GSM5050568","Non-diabetic","endothelial",0.008851125,0.9121798,-8.963097
"GSM5050523","DFU-healer","pericyte_smc",0.01702541,-6.6121583,6.201229
"GSM5050530","DFU-nonhealer","fibroblast",0.21086301,6.0115247,-0.48680645
"GSM5050540","Non-diabetic","fibroblast",0.81812954,6.7140365,2.2256308
"GSM5050552","Non-diabetic","fibroblast",0.017136127,2.4222102,-3.951179
"GSM5050523","DFU-healer","pericyte_smc",0.012024948,-4.4678392,2.7951329
"GSM5050548","Non-diabetic","pericyte_smc",0.010323436,-6.6948285,4.880106
"GSM5050533","DFU-nonhealer","fibroblast",0.00760733,5.215358,-3.5286677
"GSM5050555","Non-diabetic","keratinocyte",0.0073440773,-2.1214466,13.036868
"GSM5050533","DFU-nonhealer","melanocyte",0.3305462,-8.338047,14.967529
"GSM5050556","Non-diabetic","myeloid",0.011212264,13.234459,0.8786907
"GSM5050532","DFU-healer","endothelial",0.011304121,0.7718855,-9.079123
"GSM5050539","DFU-healer","myeloid",0.0050465865,12.820088,-4.509643
"GSM5050555","Non-diabetic","mast",0.011672264,13.335755,0.728373
"GSM5050556","Non-diabetic","pericyte_smc",0.008677754,-5.2215157,1.8959322
"GSM5050557","DFU-nonhealer","myeloid",0.0064542624,12.542097,-2.8368871
"GSM5050557","DFU-nonhealer","endothelial",0.01010843,-3.2521224,-9.398717
"GSM5050573","DFU-healer","fibroblast",0.6974745,7.672753,1.5244734
"GSM5050556","Non-diabetic","endothelial",0.0054323683,-4.612317,-9.931849
"GSM5050557","DFU-nonhealer","myeloid",0.017834809,11.536705,-2.2615497
"GSM5050556","Non-diabetic","pericyte_smc",0.014195564,-5.923267,7.1730065
"GSM5050557","DFU-nonhealer","pericyte_smc",0.0085613895,-11.145658,5.626241
"GSM5050566","DFU-healer","endothelial",0.010687765,-0.16124283,-9.637802
"GSM5050566","DFU-healer","lymphatic_ec",0.015980981,-0.34160438,-10.90909
"GSM5050539","DFU-healer","myeloid",0.0073800175,13.139151,-2.5720508
"GSM5050568","Non-diabetic","pericyte_smc",0.014509683,-8.790938,3.7856307
"GSM5050557","DFU-nonhealer","myeloid",0.0057281884,12.017372,-3.2773185
"GSM5050531","DFU-healer","myeloid",0.0060810675,12.744682,-3.185488
"GSM5050573","DFU-healer","fibroblast",0.13166496,5.6882076,-0.8269797
"GSM5050530","DFU-nonhealer","mast",0.008233929,14.275428,1.9851186
"GSM5050532","DFU-healer","fibroblast",0.08596338,6.7424912,-1.5530976
"GSM5050552","Non-diabetic","keratinocyte",0.004400665,3.3489943,16.237753
"GSM5050556","Non-diabetic","pericyte_smc",0.013308131,-2.273271,1.9840126
"GSM5050548","Non-diabetic","pericyte_smc",0.008247691,-11.0666895,5.926209
"GSM5050555","Non-diabetic","pericyte_smc",0.013099897,-7.0026674,6.4899836
"GSM5050573","DFU-healer","keratinocyte",0.008245925,3.2108433,14.063597
"GSM5050539","DFU-healer","myeloid",0.0048467154,12.426512,-4.8433294
"GSM5050523","DFU-healer","fibroblast",0.0242409,5.4686427,-2.3895288
"GSM5050538","Non-diabetic","b_plasma",0.014597209,-6.506673,4.1031566
"GSM5050539","DFU-healer","t_cell",0.014631892,16.19401,5.3977094
"GSM5050556","Non-diabetic","keratinocyte",0.006369317,4.6623154,13.208438
"GSM5050534","Non-diabetic","pericyte_smc",0.03113774,2.8285651,2.1718998
"GSM5050556","Non-diabetic","pericyte_smc",0.011653246,-9.877894,4.8854694
"GSM5050548","Non-diabetic","pericyte_smc",0.013061074,-6.5721216,5.16493
"GSM5050574","Non-diabetic","fibroblast",0.01321555,4.238654,-1.9716865
"GSM5050532","DFU-healer","endothelial",0.0063863555,-4.3071704,-10.242328
"GSM5050573","DFU-healer","pericyte_smc",0.026435694,-4.4706225,2.2235265
"GSM5050555","Non-diabetic","pericyte_smc",0.012737781,-6.8214746,2.299177
"GSM5050530","DFU-nonhealer","pericyte_smc",0.01629866,-3.483815,6.1964207
"GSM5050569","DFU-healer","fibroblast",0.2945334,7.370542,-0.29163402
"GSM5050533","DFU-nonhealer","pericyte_smc",0.01065631,-5.186425,7.636294
"GSM5050556","Non-diabetic","keratinocyte",0.01625902,-1.4783212,11.262269
"GSM5050533","DFU-nonhealer","pericyte_smc",0.016880533,-4.110101,3.196343
"GSM5050527","DFU-healer","keratinocyte",0.0036894286,0.44133514,16.32528
"GSM5050523","DFU-healer","t_cell",0.011859701,6.816746,-3.7055755
"GSM5050538","Non-diabetic","sweat_gland",0.014223507,2.3937628,3.7066395
"GSM5050566","DFU-healer","endothelial",0.0064484505,-0.7651404,-11.224416
"GSM5050533","DFU-nonhealer","fibroblast",0.01168626,5.0734606,-2.8544526
