"threshold","is_original","difference","exact_p","support_max_adjusted_p"
0.05,"False",0.248525050199952,0.224242424242424,0.318181818181818
0.1,"False",0.195795439022655,0.303030303030303,0.451515151515152
0.15,"False",0.168164145667754,0.342424242424242,0.560606060606061
0.184295848011971,"True",0.151425718383255,0.36969696969697,0.615151515151515
0.2,"False",0.144509712589774,0.372727272727273,0.642424242424242
0.3,"False",0.129992655063908,0.372727272727273,0.718181818181818
0.4,"False",0.10288907881057,0.390909090909091,0.806060606060606
0.5,"False",0.0819274785257867,0.366666666666667,0.875757575757576
0.6,"False",0.0570100930022689,0.309090909090909,0.948484848484848
