gsm,celltype,gene,cells,mean_log1p_cp10k,detected_fraction,pseudobulk_log1p_cp10k
GSM5050556,b_plasma,LUM,11,0.32953706268473415,0.18181818181818182,0.7493258891011914
GSM5050556,endothelial,COL1A1,234,0.17263824370657818,0.10256410256410256,0.759346212690627
GSM5050556,endothelial,PDGFRA,234,0.018616082059751543,0.017094017094017096,0.05103170328003673
GSM5050556,endothelial,KRT14,234,0.36096952415098094,0.27350427350427353,0.8528412061005101
GSM5050556,endothelial,KRT10,234,1.4057161689502233,0.8205128205128205,1.7399579932278448
GSM5050556,endothelial,LYZ,234,0.0,0.0,0.0
GSM5050556,endothelial,CD3D,234,0.0,0.0,0.0
GSM5050556,endothelial,MS4A1,234,0.0,0.0,0.0
GSM5050556,endothelial,PECAM1,234,2.4429398752480718,0.9572649572649573,2.596998825278572
GSM5050556,endothelial,CCL21,234,0.0038484419577696754,0.004273504273504274,0.007451632624523274
GSM5050556,endothelial,RGS5,234,0.045997737790693626,0.038461538461538464,0.06514632340997367
GSM5050556,endothelial,TPSAB1,234,0.01913393559093316,0.01282051282051282,0.06514632340997367
GSM5050556,endothelial,PMEL,234,0.011841339873384359,0.01282051282051282,0.022190358108009078
GSM5050556,endothelial,DCD,234,0.3878818398377687,0.3162393162393162,0.5368144810621365
GSM5050556,endothelial,TIMP1,234,1.0258382656928058,0.6752136752136753,1.33232393190965
GSM5050556,endothelial,CHI3L1,234,0.0,0.0,0.0
GSM5050556,endothelial,FN1,234,0.7171847848854787,0.36324786324786323,1.509137478612234
GSM5050556,endothelial,DCN,234,0.2689635813231863,0.1623931623931624,1.3823632911459034
GSM5050556,endothelial,LUM,234,0.10546606479089085,0.05982905982905983,0.616621917768468
GSM5050556,fibroblast,COL1A1,1020,4.480111106333035,0.9921568627450981,5.141469602500398
GSM5050556,fibroblast,PDGFRA,1020,1.2227488757629945,0.7686274509803922,1.4574652337534229
GSM5050556,fibroblast,KRT14,1020,0.3354866796050145,0.28431372549019607,0.8661717687023858
GSM5050556,fibroblast,KRT10,1020,1.5355930194972258,0.9058823529411765,1.709284026696881
GSM5050556,fibroblast,LYZ,1020,0.007032640661614546,0.00784313725490196,0.015605797670169824
GSM5050556,fibroblast,CD3D,1020,0.0,0.0,0.0
GSM5050556,fibroblast,MS4A1,1020,0.0,0.0,0.0
GSM5050556,fibroblast,PECAM1,1020,0.014548316615447365,0.016666666666666666,0.026386734693762355
GSM5050556,fibroblast,CCL21,1020,0.015646727585371722,0.016666666666666666,0.026386734693762355
GSM5050556,fibroblast,RGS5,1020,0.0632424121949325,0.047058823529411764,0.21942463125721082
GSM5050556,fibroblast,TPSAB1,1020,0.0077681920290251704,0.006862745098039216,0.010949576822760602
GSM5050556,fibroblast,PMEL,1020,0.0009204826506071322,0.000980392156862745,0.001571584818530283
GSM5050556,fibroblast,DCD,1020,0.32822651512880774,0.27647058823529413,0.48320612895102566
GSM5050556,fibroblast,TIMP1,1020,2.172405745646237,0.9401960784313725,2.504915159153783
GSM5050556,fibroblast,CHI3L1,1020,0.0,0.0,0.0
GSM5050556,fibroblast,FN1,1020,1.7520966439273626,0.842156862745098,2.163383794340428
GSM5050556,fibroblast,DCN,1020,4.265747702542613,0.9794117647058823,4.636626009538211
GSM5050556,fibroblast,LUM,1020,2.8680792660348735,0.95,3.326762741853309
GSM5050556,keratinocyte,COL1A1,908,0.27335404577734035,0.22026431718061673,0.45240583583225713
GSM5050556,keratinocyte,PDGFRA,908,0.009088643161473993,0.00881057268722467,0.01452544649814593
GSM5050556,keratinocyte,KRT14,908,3.115910722322814,0.802863436123348,4.864680355473331
GSM5050556,keratinocyte,KRT10,908,3.9285956599811622,0.9658590308370044,5.662448442774787
GSM5050556,keratinocyte,LYZ,908,0.01114575665572592,0.007709251101321586,0.01884225400337223
GSM5050556,keratinocyte,CD3D,908,0.0019192900677545961,0.0022026431718061676,0.0029220174339573803
GSM5050556,keratinocyte,MS4A1,908,0.0,0.0,0.0
GSM5050556,keratinocyte,PECAM1,908,0.015693626307017566,0.016519823788546256,0.02314050675019184
GSM5050556,keratinocyte,CCL21,908,0.008944542346773273,0.011013215859030838,0.01452544649814593
GSM5050556,keratinocyte,RGS5,908,0.09168125432195542,0.06387665198237885,0.261195620470672
GSM5050556,keratinocyte,TPSAB1,908,0.005755626211623059,0.004405286343612335,0.01308235963552787
GSM5050556,keratinocyte,PMEL,908,0.015327112663154157,0.02092511013215859,0.027420363562511114
GSM5050556,keratinocyte,DCD,908,0.3657424501670316,0.31277533039647576,0.5058625710576651
GSM5050556,keratinocyte,TIMP1,908,0.10905690578632762,0.08590308370044053,0.2452944900425837
GSM5050556,keratinocyte,CHI3L1,908,0.026980593088541855,0.031938325991189426,0.04715434728642658
GSM5050556,keratinocyte,FN1,908,0.04238595593941446,0.030837004405286344,0.08145318628419394
GSM5050556,keratinocyte,DCN,908,0.4947536139370802,0.3898678414096916,0.9173502776847561
GSM5050556,keratinocyte,LUM,908,0.07978660696059783,0.06387665198237885,0.19481186508942105
GSM5050556,lymphatic_ec,COL1A1,69,0.7842012336687906,0.4057971014492754,1.5887643002875498
GSM5050556,lymphatic_ec,PDGFRA,69,0.044451223633807393,0.028985507246376812,0.08676837111914969
GSM5050556,lymphatic_ec,KRT14,69,0.5133346642635027,0.34782608695652173,1.0014537815219462
GSM5050556,lymphatic_ec,KRT10,69,1.5006985551428023,0.8260869565217391,1.6601822065723493
GSM5050556,lymphatic_ec,LYZ,69,0.06292822409691787,0.028985507246376812,0.21649542311431488
GSM5050556,lymphatic_ec,CD3D,69,0.0,0.0,0.0
GSM5050556,lymphatic_ec,MS4A1,69,0.0,0.0,0.0
GSM5050556,lymphatic_ec,PECAM1,69,0.7968292195370701,0.4492753623188406,1.1928052750536235
GSM5050556,lymphatic_ec,CCL21,69,2.516799888959086,0.6376811594202898,4.5046362126198405
GSM5050556,lymphatic_ec,RGS5,69,0.09255613031404683,0.043478260869565216,0.37378187278058284
GSM5050556,lymphatic_ec,TPSAB1,69,0.01859740123992667,0.014492753623188406,0.02976720311464916
GSM5050556,lymphatic_ec,PMEL,69,0.0,0.0,0.0
GSM5050556,lymphatic_ec,DCD,69,0.485811077968997,0.2898550724637681,1.1264909078546501
GSM5050556,lymphatic_ec,TIMP1,69,1.4910111854707255,0.7391304347826086,2.160390859567588
GSM5050556,lymphatic_ec,CHI3L1,69,0.0,0.0,0.0
GSM5050556,lymphatic_ec,FN1,69,1.5863486984075676,0.6956521739130435,2.2938802358198696
GSM5050556,lymphatic_ec,DCN,69,1.2582802516095193,0.4057971014492754,2.9944722835080317
GSM5050556,lymphatic_ec,LUM,69,0.8771728492530932,0.3333333333333333,2.1878748848813876
GSM5050556,mast,COL1A1,166,0.36770906036521056,0.13253012048192772,2.2563519562595054
GSM5050556,mast,PDGFRA,166,0.056303669604802216,0.024096385542168676,0.2078530467798141
GSM5050556,mast,KRT14,166,0.391068832465534,0.16265060240963855,1.63166389268864
GSM5050556,mast,KRT10,166,1.548908636363101,0.5662650602409639,3.1765779859492436
GSM5050556,mast,LYZ,166,0.0815180250291151,0.030120481927710843,0.2078530467798141
GSM5050556,mast,CD3D,166,0.013006277499730582,0.006024096385542169,0.04517071750646074
GSM5050556,mast,MS4A1,166,0.0,0.0,0.0
GSM5050556,mast,PECAM1,166,0.00891770206074024,0.006024096385542169,0.04517071750646074
GSM5050556,mast,CCL21,166,0.015208275282005959,0.012048192771084338,0.08838892017872826
GSM5050556,mast,RGS5,166,0.17546462804542318,0.060240963855421686,1.432281810640186
GSM5050556,mast,TPSAB1,166,3.9590497441196497,0.9397590361445783,4.032496357675849
GSM5050556,mast,PMEL,166,0.0,0.0,0.0
GSM5050556,mast,DCD,166,0.5588862826508111,0.20481927710843373,1.3986244639472716
GSM5050556,mast,TIMP1,166,1.1229051456535322,0.42771084337349397,1.9793270756819772
GSM5050556,mast,CHI3L1,166,0.0,0.0,0.0
GSM5050556,mast,FN1,166,0.18679490893918968,0.0783132530120482,1.0467075852394183
GSM5050556,mast,DCN,166,0.345123274327028,0.1144578313253012,2.211821442185918
GSM5050556,mast,LUM,166,0.12005700399138454,0.04819277108433735,1.0467075852394183
GSM5050556,melanocyte,COL1A1,33,0.8366477666070843,0.3333333333333333,3.0416476969578996
GSM5050556,melanocyte,PDGFRA,33,0.16282171289500966,0.06060606060606061,0.6068732589613502
GSM5050556,melanocyte,KRT14,33,1.1772070113851094,0.3333333333333333,4.41865622244186
GSM5050556,melanocyte,KRT10,33,1.247000394327423,0.6363636363636364,1.761751922680323
GSM5050556,melanocyte,LYZ,33,0.08160230196115377,0.030303030303030304,0.1701525984321561
GSM5050556,melanocyte,CD3D,33,0.0,0.0,0.0
GSM5050556,melanocyte,MS4A1,33,0.0,0.0,0.0
GSM5050556,melanocyte,PECAM1,33,0.0,0.0,0.0
GSM5050556,melanocyte,CCL21,33,0.05763060075982435,0.030303030303030304,0.0886909302758877
GSM5050556,melanocyte,RGS5,33,0.47137240212961157,0.18181818181818182,1.3055026675623407
GSM5050556,melanocyte,TPSAB1,33,0.0,0.0,0.0
GSM5050556,melanocyte,PMEL,33,0.8235798090767126,0.36363636363636365,2.657614816922536
GSM5050556,melanocyte,DCD,33,0.430226068414473,0.24242424242424243,0.656186836883245
GSM5050556,melanocyte,TIMP1,33,0.761384548837401,0.36363636363636365,1.3545531420410821
GSM5050556,melanocyte,CHI3L1,33,0.0,0.0,0.0
GSM5050556,melanocyte,FN1,33,0.5087008351051868,0.30303030303030304,1.0490218971450282
GSM5050556,melanocyte,DCN,33,0.9180707547966576,0.36363636363636365,2.597308166754446
GSM5050556,melanocyte,LUM,33,0.4198378269354926,0.18181818181818182,1.3545531420410821
GSM5050556,myeloid,COL1A1,125,0.1338459044583564,0.088,0.3225163378344558
GSM5050556,myeloid,PDGFRA,125,0.021412974680836378,0.016,0.05911344900613169
GSM5050556,myeloid,KRT14,125,0.42615505745679977,0.304,0.7827428973047692
GSM5050556,myeloid,KRT10,125,1.5155640425536467,0.808,1.6342624815203073
GSM5050556,myeloid,LYZ,125,2.60619102587652,0.792,3.762325201283495
GSM5050556,myeloid,CD3D,125,0.005007589330667294,0.008,0.015109177198024943
GSM5050556,myeloid,MS4A1,125,0.0,0.0,0.0
GSM5050556,myeloid,PECAM1,125,0.3109772884845752,0.248,0.437002742866233
GSM5050556,myeloid,CCL21,125,0.007387437840549928,0.008,0.029993460901478128
GSM5050556,myeloid,RGS5,125,0.06599493806135502,0.04,0.2179962191844474
GSM5050556,myeloid,TPSAB1,125,0.017258318522405128,0.016,0.029993460901478128
GSM5050556,myeloid,PMEL,125,0.0,0.0,0.0
GSM5050556,myeloid,DCD,125,0.26743574105232254,0.216,0.4171383943759965
GSM5050556,myeloid,TIMP1,125,1.011532808514023,0.576,1.6193004834628488
GSM5050556,myeloid,CHI3L1,125,0.0,0.0,0.0
GSM5050556,myeloid,FN1,125,0.015509292176998176,0.016,0.04465944792231743
GSM5050556,myeloid,DCN,125,0.30826546850928827,0.216,0.7757589556636281
GSM5050556,myeloid,LUM,125,0.07382787342673842,0.064,0.12840647835082072
GSM5050556,pericyte_smc,COL1A1,1357,1.5356230110472657,0.7877671333824613,2.0765728695152834
GSM5050556,pericyte_smc,PDGFRA,1357,0.007678204652954694,0.006632277081798084,0.013177215209908003
GSM5050556,pericyte_smc,KRT14,1357,0.41238147701562045,0.288135593220339,1.2373731744361145
GSM5050556,pericyte_smc,KRT10,1357,1.4431569312976706,0.8415622697126013,1.6974106693514979
GSM5050556,pericyte_smc,LYZ,1357,0.005626796607289411,0.0029476787030213707,0.0218665373342485
GSM5050556,pericyte_smc,CD3D,1357,0.0018077796668568037,0.0014738393515106854,0.002943312495453124
GSM5050556,pericyte_smc,MS4A1,1357,0.0,0.0,0.0
GSM5050556,pericyte_smc,PECAM1,1357,0.010212365187132318,0.009579955784819455,0.023307445240102417
GSM5050556,pericyte_smc,CCL21,1357,0.07332325860178872,0.05821665438467207,0.17776518168531627
GSM5050556,pericyte_smc,RGS5,1357,2.47549587816538,0.7523949889462048,3.460577269521844
GSM5050556,pericyte_smc,TPSAB1,1357,0.007032811765405326,0.0058953574060427415,0.01608205336892056
GSM5050556,pericyte_smc,PMEL,1357,0.004927486434685004,0.004421518054532056,0.008804075021706933
GSM5050556,pericyte_smc,DCD,1357,0.37241452648494355,0.28076639646278556,0.6009593548953378
GSM5050556,pericyte_smc,TIMP1,1357,1.3677278232828154,0.7745025792188651,1.761198015664022
GSM5050556,pericyte_smc,CHI3L1,1357,0.0015521404267126483,0.002210759027266028,0.004411726446685081
GSM5050556,pericyte_smc,FN1,1357,0.7403562273657066,0.46720707442888726,1.1833417540950488
GSM5050556,pericyte_smc,DCN,1357,0.7468534199580551,0.38540899042004423,1.5492932552090701
GSM5050556,pericyte_smc,LUM,1357,0.5596675373298247,0.3375092114959469,1.0435690014947576
GSM5050556,sweat_gland,COL1A1,119,0.6893863322148387,0.3025210084033613,2.1741337083750287
GSM5050556,sweat_gland,PDGFRA,119,0.045751363292635884,0.025210084033613446,0.1273838689309931
GSM5050556,sweat_gland,KRT14,119,1.1609579362641216,0.3949579831932773,3.1224754560013235
GSM5050556,sweat_gland,KRT10,119,1.6407957433459388,0.8067226890756303,2.1000089816157357
GSM5050556,sweat_gland,LYZ,119,0.014240300174574852,0.008403361344537815,0.01683904325067462
GSM5050556,sweat_gland,CD3D,119,0.0,0.0,0.0
GSM5050556,sweat_gland,MS4A1,119,0.016433378655185293,0.008403361344537815,0.01683904325067462
GSM5050556,sweat_gland,PECAM1,119,0.03670400186644371,0.025210084033613446,0.04968962361683011
GSM5050556,sweat_gland,CCL21,119,0.008132686153402196,0.008403361344537815,0.01683904325067462
GSM5050556,sweat_gland,RGS5,119,0.3632910154054562,0.14285714285714285,1.0174341871539685
GSM5050556,sweat_gland,TPSAB1,119,0.0,0.0,0.0
GSM5050556,sweat_gland,PMEL,119,0.0,0.0,0.0
GSM5050556,sweat_gland,DCD,119,3.260733591720688,0.8235294117647058,7.02973771417271
GSM5050556,sweat_gland,TIMP1,119,0.5222695278637187,0.2773109243697479,1.0536072869006947
GSM5050556,sweat_gland,CHI3L1,119,0.04635780537284416,0.04201680672268908,0.14222375472211513
GSM5050556,sweat_gland,FN1,119,0.3023220028497821,0.15966386554621848,0.7025513948579476
GSM5050556,sweat_gland,DCN,119,0.7260391233899853,0.24369747899159663,2.1124087245240317
GSM5050556,sweat_gland,LUM,119,0.502521399806637,0.226890756302521,1.1441221598344213
GSM5050556,t_cell,COL1A1,150,0.23154833432575614,0.12666666666666668,1.3360808020366064
GSM5050556,t_cell,PDGFRA,150,0.004900940843421665,0.006666666666666667,0.02055837077160325
GSM5050556,t_cell,KRT14,150,0.4193728586545812,0.25333333333333335,0.8892110977368589
GSM5050556,t_cell,KRT10,150,1.692681351789704,0.8133333333333334,2.003947933236001
GSM5050556,t_cell,LYZ,150,0.0047460759077576214,0.006666666666666667,0.02055837077160325
GSM5050556,t_cell,CD3D,150,1.2896470166324205,0.6733333333333333,1.7023029846785351
GSM5050556,t_cell,MS4A1,150,0.18402071101032008,0.12,0.3619966591074716
GSM5050556,t_cell,PECAM1,150,0.03062002806251049,0.02,0.07981308021790462
GSM5050556,t_cell,CCL21,150,0.013654415664726798,0.013333333333333334,0.040702594823897015
GSM5050556,t_cell,RGS5,150,0.053931398639144895,0.03333333333333333,0.5701501287277045
GSM5050556,t_cell,TPSAB1,150,0.0,0.0,0.0
GSM5050556,t_cell,PMEL,150,0.0073950523651629555,0.006666666666666667,0.02055837077160325
GSM5050556,t_cell,DCD,150,0.46819398065841655,0.3,0.7324158659294537
GSM5050556,t_cell,TIMP1,150,0.8633505327771374,0.46,1.5774647130960897
GSM5050556,t_cell,CHI3L1,150,0.0,0.0,0.0
GSM5050556,t_cell,FN1,150,0.06673056835479589,0.05333333333333334,0.23903654291600662
GSM5050556,t_cell,DCN,150,0.1964250332787798,0.1,1.7996266711560667
GSM5050556,t_cell,LUM,150,0.10680380515942393,0.05333333333333334,0.8184750740322847
GSM5050557,b_plasma,COL1A1,24,0.29362190069730365,0.20833333333333334,0.338330854758483
GSM5050557,b_plasma,PDGFRA,24,0.08627724623099349,0.041666666666666664,0.035946520105961804
GSM5050557,b_plasma,KRT14,24,0.23274698753809298,0.25,0.3118897459797374
GSM5050557,b_plasma,KRT10,24,0.9162392942538705,0.7083333333333334,0.9453902178994792
GSM5050557,b_plasma,LYZ,24,0.04848758010589174,0.125,0.1366280201705273
GSM5050557,b_plasma,CD3D,24,0.05836316097645642,0.041666666666666664,0.035946520105961804
GSM5050557,b_plasma,MS4A1,24,0.884738041743391,0.375,0.9165373882000727
GSM5050557,b_plasma,PECAM1,24,0.29802255122684146,0.375,0.570193114434324
GSM5050557,b_plasma,CCL21,24,0.0,0.0,0.0
GSM5050557,b_plasma,RGS5,24,0.22356148356470237,0.08333333333333333,0.48378752547521897
GSM5050557,b_plasma,TPSAB1,24,0.0,0.0,0.0
GSM5050557,b_plasma,PMEL,24,0.0,0.0,0.0
GSM5050557,b_plasma,DCD,24,0.08935999992155913,0.125,0.1366280201705273
GSM5050557,b_plasma,TIMP1,24,0.7020919967066904,0.5416666666666666,1.0658208798261928
GSM5050557,b_plasma,CHI3L1,24,0.0,0.0,0.0
GSM5050557,b_plasma,FN1,24,0.19607132846102546,0.125,0.19852494200995466
GSM5050557,b_plasma,DCN,24,0.1173249056635929,0.125,0.10418092107667788
GSM5050557,b_plasma,LUM,24,0.0,0.0,0.0
GSM5050557,endothelial,COL1A1,331,0.2586869862666519,0.17220543806646527,0.5440190651495829
GSM5050557,endothelial,PDGFRA,331,0.023857271992053647,0.01812688821752266,0.034656725026254664
GSM5050557,endothelial,KRT14,331,0.3868599498154128,0.29003021148036257,0.6195529400955481
GSM5050557,endothelial,KRT10,331,0.687570897205941,0.5075528700906344,0.9729227598398177
GSM5050557,endothelial,LYZ,331,0.017567331577233242,0.01812688821752266,0.034656725026254664
GSM5050557,endothelial,CD3D,331,0.002651068744324523,0.0030211480362537764,0.005860173506355373
GSM5050557,endothelial,MS4A1,331,0.0,0.0,0.0
GSM5050557,endothelial,PECAM1,331,2.3834872995914513,0.9274924471299094,2.6118775517673174
GSM5050557,endothelial,CCL21,331,0.023562761048273144,0.01812688821752266,0.034656725026254664
GSM5050557,endothelial,RGS5,331,0.09703077761342724,0.06042296072507553,0.3773642702408953
GSM5050557,endothelial,TPSAB1,331,0.005337458384303264,0.006042296072507553,0.01168620535806888
GSM5050557,endothelial,PMEL,331,0.002254269846279033,0.0030211480362537764,0.005860173506355373
GSM5050557,endothelial,DCD,331,0.10709285359758274,0.07854984894259819,0.2015851178381577
GSM5050557,endothelial,TIMP1,331,0.9965542918195679,0.6072507552870091,1.4593325297562156
GSM5050557,endothelial,CHI3L1,331,0.0,0.0,0.0
GSM5050557,endothelial,FN1,331,0.7532999237638854,0.3776435045317221,1.375314575926593
GSM5050557,endothelial,DCN,331,0.3448047617432995,0.22356495468277945,0.9639969961367214
GSM5050557,endothelial,LUM,331,0.10614660899391005,0.06948640483383686,0.3235531175814826
GSM5050557,fibroblast,COL1A1,926,3.432164795680601,0.9859611231101512,4.139067189122936
GSM5050557,fibroblast,PDGFRA,926,1.0006453774857311,0.7267818574514039,1.2292265998554022
GSM5050557,fibroblast,KRT14,926,0.32078916678915437,0.32181425485961124,0.45585949687270144
GSM5050557,fibroblast,KRT10,926,0.9076021739020432,0.7159827213822895,1.1306187223574655
GSM5050557,fibroblast,LYZ,926,0.024781281019530726,0.02591792656587473,0.03457475668993492
GSM5050557,fibroblast,CD3D,926,0.0014548746930254201,0.0021598272138228943,0.002927328861464319
GSM5050557,fibroblast,MS4A1,926,0.0,0.0,0.0
GSM5050557,fibroblast,PECAM1,926,0.04221214921204564,0.04967602591792657,0.06799394192012176
GSM5050557,fibroblast,CCL21,926,0.01504704204723649,0.017278617710583154,0.02318214692828623
GSM5050557,fibroblast,RGS5,926,0.044804965564086585,0.04427645788336933,0.07617710167416791
GSM5050557,fibroblast,TPSAB1,926,0.006379219431296776,0.008639308855291577,0.011658248451995559
GSM5050557,fibroblast,PMEL,926,0.0017773146161767423,0.0021598272138228943,0.002927328861464319
GSM5050557,fibroblast,DCD,926,0.057396882975688415,0.06587473002159827,0.09368084591372874
GSM5050557,fibroblast,TIMP1,926,2.292118481772404,0.9546436285097192,2.713212059977675
GSM5050557,fibroblast,CHI3L1,926,0.047137174320718046,0.029157667386609073,0.18543954766967868
GSM5050557,fibroblast,FN1,926,1.5153126154777323,0.8142548596112311,2.0087449392204015
GSM5050557,fibroblast,DCN,926,4.286772598170838,0.9946004319654428,4.4744527382658195
GSM5050557,fibroblast,LUM,926,2.7968065732027836,0.968682505399568,3.1621091349943393
GSM5050557,keratinocyte,COL1A1,194,0.2633962055584798,0.17010309278350516,0.5920100620322453
GSM5050557,keratinocyte,PDGFRA,194,0.0028366286064240645,0.005154639175257732,0.010171113482687311
GSM5050557,keratinocyte,KRT14,194,3.8131514178249857,0.7835051546391752,5.506223262519083
GSM5050557,keratinocyte,KRT10,194,3.2662093714776073,0.8195876288659794,4.8710993417121955
GSM5050557,keratinocyte,LYZ,194,0.019527388123190922,0.015463917525773196,0.030208149837236527
GSM5050557,keratinocyte,CD3D,194,0.00906385449239058,0.005154639175257732,0.010171113482687311
GSM5050557,keratinocyte,MS4A1,194,0.0,0.0,0.0
GSM5050557,keratinocyte,PECAM1,194,0.0133596775187825,0.015463917525773196,0.05953046150531448
GSM5050557,keratinocyte,CCL21,194,0.008477237052353098,0.005154639175257732,0.010171113482687311
GSM5050557,keratinocyte,RGS5,194,0.0631172941324097,0.04639175257731959,0.09733553714489418
GSM5050557,keratinocyte,TPSAB1,194,0.04102085797856279,0.020618556701030927,0.04007809577971392
GSM5050557,keratinocyte,PMEL,194,0.0047598947700249845,0.010309278350515464,0.020239816173695354
GSM5050557,keratinocyte,DCD,194,0.12287721599419472,0.06701030927835051,0.1426666120022913
GSM5050557,keratinocyte,TIMP1,194,0.12902833020430807,0.07216494845360824,0.1944833980043867
GSM5050557,keratinocyte,CHI3L1,194,0.03839124976116446,0.03608247422680412,0.07861164165517123
GSM5050557,keratinocyte,FN1,194,0.03942997133252002,0.02577319587628866,0.04985157721333154
GSM5050557,keratinocyte,DCN,194,0.5841240561900692,0.3917525773195876,0.929582902683612
GSM5050557,keratinocyte,LUM,194,0.1174687963353137,0.08247422680412371,0.20286437709307809
GSM5050557,lymphatic_ec,COL1A1,86,0.46660857524701527,0.27906976744186046,0.9606103416398423
GSM5050557,lymphatic_ec,PDGFRA,86,0.0,0.0,0.0
GSM5050557,lymphatic_ec,KRT14,86,0.4517459893291812,0.3023255813953488,0.7893932637057165
GSM5050557,lymphatic_ec,KRT10,86,0.4861246229266346,0.3023255813953488,0.7602419494945717
GSM5050557,lymphatic_ec,LYZ,86,0.040610906517428685,0.023255813953488372,0.0613455978214574
GSM5050557,lymphatic_ec,CD3D,86,0.0,0.0,0.0
GSM5050557,lymphatic_ec,MS4A1,86,0.0,0.0,0.0
GSM5050557,lymphatic_ec,PECAM1,86,1.3242186048368592,0.6046511627906976,1.877295125560107
GSM5050557,lymphatic_ec,CCL21,86,3.6616850288263505,0.8255813953488372,4.969247872817781
GSM5050557,lymphatic_ec,RGS5,86,0.11488163661372525,0.05813953488372093,0.8981777595525084
GSM5050557,lymphatic_ec,TPSAB1,86,0.019992342555865853,0.011627906976744186,0.031143135463789197
GSM5050557,lymphatic_ec,PMEL,86,0.01602940523406969,0.023255813953488372,0.0613455978214574
GSM5050557,lymphatic_ec,DCD,86,0.09795247536380437,0.05813953488372093,0.14683753215708245
GSM5050557,lymphatic_ec,TIMP1,86,1.5888212395001828,0.7558139534883721,2.0502052349124034
GSM5050557,lymphatic_ec,CHI3L1,86,0.0,0.0,0.0
GSM5050557,lymphatic_ec,FN1,86,1.57912283126838,0.686046511627907,2.158163057673402
GSM5050557,lymphatic_ec,DCN,86,0.4610015663896771,0.23255813953488372,1.5873718912372572
GSM5050557,lymphatic_ec,LUM,86,0.33677628971000934,0.16279069767441862,0.9484317625240788
GSM5050557,mast,COL1A1,110,0.351134235817927,0.16363636363636364,1.06559749690684
GSM5050557,mast,PDGFRA,110,0.043631408284211665,0.02727272727272727,0.17742632462838992
GSM5050557,mast,KRT14,110,0.3698376888006778,0.18181818181818182,0.7358159928091617
GSM5050557,mast,KRT10,110,0.7572016491591477,0.39090909090909093,1.2595459086334846
GSM5050557,mast,LYZ,110,0.06903336514898953,0.02727272727272727,0.4341123057432794
GSM5050557,mast,CD3D,110,0.012392696432157277,0.00909090909090909,0.03809316924288134
GSM5050557,mast,MS4A1,110,0.0,0.0,0.0
GSM5050557,mast,PECAM1,110,0.1247705056488486,0.07272727272727272,0.5299834982015629
GSM5050557,mast,CCL21,110,0.06316533954380539,0.02727272727272727,0.17742632462838992
GSM5050557,mast,RGS5,110,0.1804622440677192,0.09090909090909091,0.6584896697097028
GSM5050557,mast,TPSAB1,110,2.972077929217787,0.8545454545454545,3.485686569978713
GSM5050557,mast,PMEL,110,0.0,0.0,0.0
GSM5050557,mast,DCD,110,0.06384040483369209,0.03636363636363636,0.1443704899555716
GSM5050557,mast,TIMP1,110,1.4279085623893701,0.6363636363636364,2.102081171520698
GSM5050557,mast,CHI3L1,110,0.0,0.0,0.0
GSM5050557,mast,FN1,110,0.16696767640534338,0.1,0.5068635400011534
GSM5050557,mast,DCN,110,0.49512898450412784,0.17272727272727273,2.0973250240448404
GSM5050557,mast,LUM,110,0.22514534803848618,0.09090909090909091,1.010604300145554
GSM5050557,melanocyte,COL1A1,57,0.43882899586973273,0.15789473684210525,1.119817832549006
GSM5050557,melanocyte,PDGFRA,57,0.0,0.0,0.0
GSM5050557,melanocyte,KRT14,57,0.4767266165640741,0.19298245614035087,1.119817832549006
GSM5050557,melanocyte,KRT10,57,0.5485495729088065,0.2631578947368421,1.119817832549006
GSM5050557,melanocyte,LYZ,57,0.0,0.0,0.0
GSM5050557,melanocyte,CD3D,57,0.0,0.0,0.0
GSM5050557,melanocyte,MS4A1,57,0.0,0.0,0.0
GSM5050557,melanocyte,PECAM1,57,0.0,0.0,0.0
GSM5050557,melanocyte,CCL21,57,0.0,0.0,0.0
GSM5050557,melanocyte,RGS5,57,0.07227301503813752,0.03508771929824561,0.2431339714301325
GSM5050557,melanocyte,TPSAB1,57,0.0,0.0,0.0
GSM5050557,melanocyte,PMEL,57,0.05388750331985938,0.017543859649122806,0.6019735397118852
GSM5050557,melanocyte,DCD,57,0.0,0.0,0.0
GSM5050557,melanocyte,TIMP1,57,0.345198198146631,0.12280701754385964,1.205831694257295
GSM5050557,melanocyte,CHI3L1,57,0.04456496184864847,0.017543859649122806,0.1289381227121414
GSM5050557,melanocyte,FN1,57,0.07845196874025792,0.03508771929824561,0.2431339714301325
GSM5050557,melanocyte,DCN,57,0.4460550372391497,0.14035087719298245,1.5796696860849617
GSM5050557,melanocyte,LUM,57,0.2762666920648533,0.10526315789473684,0.6019735397118852
GSM5050557,myeloid,COL1A1,983,0.24327124959524313,0.23601220752797558,0.36760649828481506
GSM5050557,myeloid,PDGFRA,983,0.007659393269935168,0.008138351983723296,0.010977380970161077
GSM5050557,myeloid,KRT14,983,0.35299217530490057,0.35096642929806715,0.496496428961708
GSM5050557,myeloid,KRT10,983,0.7002639328802731,0.6063072227873856,0.8767958251358168
GSM5050557,myeloid,LYZ,983,1.9135193622624926,0.8555442522889115,2.8243718798761734
GSM5050557,myeloid,CD3D,983,0.009658381692246244,0.01017293997965412,0.02183556631915411
GSM5050557,myeloid,MS4A1,983,0.000906598942625172,0.001017293997965412,0.0013787807311834196
